label,text
Ruhsat ve Denetim Müdürlüğü,"Belediyeye iletmek istiyorum: Yan binadaki kafe ruhsatsız çalışıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Evsiz bir vatandaş haftalardır sokakta kalıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Yeni açtığım iş yeri için ruhsat başvurum beklemede. Gerekli kontrollerin yapılmasını rica ediyoruz."
Mali Hizmetler Müdürlüğü,"Belediyeye iletmek istiyorum: Emlak vergisi çok yüksek geldi, itiraz etmek istiyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Merhaba, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Veteriner İşleri Müdürlüğü,"Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediye çalışanı vatandaşa karşı saygısız davrandı. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, İnşaatlar gece geç saatlere kadar çalışıyor, gürültü rahatsız edici. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi.
Hukuk İşleri Müdürlüğü,Resmi itiraz dilekçeme hala yanıt verilmedi. Sürekli ertelenen bu sorun artık kronik hale geldi.
Mali Hizmetler Müdürlüğü,Online ödeme sisteminde borç gözükmüyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Çevre Koruma ve Kontrol Müdürlüğü,Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi.
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Hukuki destek almak istiyorum ama ulaşamıyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: E-devlet üzerinden belge alamıyorum, hata veriyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Temizlik İşleri Müdürlüğü,"Molozlar uzun süredir kaldırılmadı, çevre görüntüsü kötüleşti. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Hukuk İşleri Müdürlüğü,"Belediyeden gelen cezaya itiraz etmek istiyorum, bilgi verilmiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Fen İşleri Müdürlüğü,"Merhaba, Rögar kapakları açık bırakılmış, çocuklar için ciddi tehlike oluşturuyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Veteriner İşleri Müdürlüğü,Hayvan saldırısı sonrası müdahale ekibi gelmedi. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Bisiklet yolu çizgileri silinmiş durumda. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Fen İşleri Müdürlüğü,"Sayın yetkili, Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Duraklarda güneşlik veya oturak yok. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Mali Hizmetler Müdürlüğü,"Merhaba, Vergi dairesiyle bilgilerim uyuşmuyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Kültür ve Sosyal İşler Müdürlüğü,Gençlik merkezinde spor aletleri eksik. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Zabıta Müdürlüğü,Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Veteriner İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Mahallede kimyasal atık kokusu hissediliyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Park ve Bahçeler Müdürlüğü,"Merhaba, Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Otobüs şoförleri kaba davranıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Kurslara kayıt olmak istiyorum ama kontenjan dolu. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Çimler uzun süredir biçilmiyor, park bakımsız halde. Bu konuda ivedilikle işlem yapılması bekleniyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Mahallede kimyasal atık kokusu hissediliyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,Belediyeye iletmek istiyorum: Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Veteriner İşleri Müdürlüğü,Hayvan saldırısı sonrası müdahale ekibi gelmedi. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Hukuk İşleri Müdürlüğü,"Sayın yetkili, Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Kültür ve Sosyal İşler Müdürlüğü,"Sayın yetkili, Mahallemizde hiçbir kültürel etkinlik düzenlenmiyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Mahallede kimyasal atık kokusu hissediliyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Ulaşım Hizmetleri Müdürlüğü,"Yeni durak talep ediyoruz, otobüs çok uzak duruyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Bilgi İşlem Müdürlüğü,"Merhaba, E-devlet üzerinden belge alamıyorum, hata veriyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Kış ayında yakacak yardımı yapılmadı, mağdur durumdayız. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Ruhsat ve Denetim Müdürlüğü,Yan binadaki kafe ruhsatsız çalışıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Geçmiş borç bilgilerine ulaşamıyorum. Sürekli ertelenen bu sorun artık kronik hale geldi."
Sosyal Yardım İşleri Müdürlüğü,"Kış ayında yakacak yardımı yapılmadı, mağdur durumdayız. Gerekli kontrollerin yapılmasını rica ediyoruz."
Temizlik İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Ana boru patladı, sokak sular altında kaldı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Su ve Kanalizasyon Müdürlüğü,"Yağmur sonrası rögarlar taştı, yollarda su birikti. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Mali Hizmetler Müdürlüğü,"Merhaba, Geçmiş borç bilgilerine ulaşamıyorum. Bu konuda ivedilikle işlem yapılması bekleniyor."
Fen İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Sokağımızdaki asfalt tamamen dökülmüş durumda, araçlar zarar görüyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Sürekli ertelenen bu sorun artık kronik hale geldi."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Yağmur sonrası rögarlar taştı, yollarda su birikti. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,"Kış ayında yakacak yardımı yapılmadı, mağdur durumdayız. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Mahallede su basıncı çok düşük, duş alamıyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor."
Çevre Koruma ve Kontrol Müdürlüğü,"Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Sosyal Yardım İşleri Müdürlüğü,"Evsiz bir vatandaş haftalardır sokakta kalıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Evsiz bir vatandaş haftalardır sokakta kalıyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İmar ve Şehircilik Müdürlüğü,"Sayın yetkili, Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Park ve Bahçeler Müdürlüğü,"Belediyeye iletmek istiyorum: Mahalle parkındaki kaydırak kırılmış, çocuklar yaralanabilir. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Hukuk İşleri Müdürlüğü,Resmi itiraz dilekçeme hala yanıt verilmedi. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Park ve Bahçeler Müdürlüğü,Ağaçların dalları elektrik tellerine temas ediyor. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Su ve Kanalizasyon Müdürlüğü,"Su sayaçları bozuk, fatura çok yüksek geldi. Komşularla birlikte imza toplayarak şikayet oluşturduk."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Yaşlı annem için evde bakım desteği talep ediyorum. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Hukuk İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Gerekli kontrollerin yapılmasını rica ediyoruz.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Sosyal Yardım İşleri Müdürlüğü,"Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Çevre Koruma ve Kontrol Müdürlüğü,"Fabrikadan yayılan duman nedeniyle cam açamıyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Zabıta Müdürlüğü,Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Çevre Koruma ve Kontrol Müdürlüğü,"Merhaba, Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İnsan Kaynakları ve Eğitim Müdürlüğü,Belediyeye iletmek istiyorum: Belediyede eğitim seminerleri artırılmalı. Bu konuda ivedilikle işlem yapılması bekleniyor.
Zabıta Müdürlüğü,Sokakta sürekli dilenen kişiler halkı rahatsız ediyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
İmar ve Şehircilik Müdürlüğü,"Yan binada kaçak kat yapımı başladı, denetim bekliyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ulaşım Hizmetleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yeni durak talep ediyoruz, otobüs çok uzak duruyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Gıda satışı yapan yerler denetlenmiyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Temizlik İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
Bilgi İşlem Müdürlüğü,"Mobil uygulama üzerinden şikayet gönderilemiyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Hayvan barınağındaki şartlar çok kötü, denetim yapılmalı. Sürekli ertelenen bu sorun artık kronik hale geldi."
Ulaşım Hizmetleri Müdürlüğü,Bisiklet yolu çizgileri silinmiş durumda. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Ağaçların dalları elektrik tellerine temas ediyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
İmar ve Şehircilik Müdürlüğü,Belediyeye iletmek istiyorum: Yeni ruhsat alım süreci hakkında bilgi alamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi.
Çevre Koruma ve Kontrol Müdürlüğü,"Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Zabıta Müdürlüğü,"Merhaba, Ruhsatsız çalışan işletmeler mahalle sakinlerini huzursuz ediyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Çevre Koruma ve Kontrol Müdürlüğü,"Belediyeye iletmek istiyorum: Çöp konteynerleri dezenfekte edilmiyor, sinek artışı var. Gerekli kontrollerin yapılmasını rica ediyoruz."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Yaşlı annem için evde bakım desteği talep ediyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Ruhsat ve Denetim Müdürlüğü,Yeni açtığım iş yeri için ruhsat başvurum beklemede. Komşularla birlikte imza toplayarak şikayet oluşturduk.
İnsan Kaynakları ve Eğitim Müdürlüğü,"Sayın yetkili, Belediyede eğitim seminerleri artırılmalı. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Ruhsat ve Denetim Müdürlüğü,Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi.
Çevre Koruma ve Kontrol Müdürlüğü,Belediyeye iletmek istiyorum: Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
İmar ve Şehircilik Müdürlüğü,"Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Ruhsat ve Denetim Müdürlüğü,Yeni açtığım iş yeri için ruhsat başvurum beklemede. Gerekli kontrollerin yapılmasını rica ediyoruz.
Fen İşleri Müdürlüğü,"Kış aylarında mahallemiz sürekli su birikintisiyle doluyor, altyapı çalışması yapılmalı. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Bilgi İşlem Müdürlüğü,"Sayın yetkili, Randevu sistemine giriş yapılamıyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Sosyal Yardım İşleri Müdürlüğü,"Merhaba, Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Mali Hizmetler Müdürlüğü,"Merhaba, Vergi dairesiyle bilgilerim uyuşmuyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Veteriner İşleri Müdürlüğü,"Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Evsiz bir vatandaş haftalardır sokakta kalıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Hayvan saldırısı sonrası müdahale ekibi gelmedi. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Zabıta Müdürlüğü,"Merhaba, Gece geç saatlerde açık olan işletmelerden yüksek ses geliyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Yan binadaki kafe ruhsatsız çalışıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Veteriner İşleri Müdürlüğü,"Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ulaşım Hizmetleri Müdürlüğü,"Sayın yetkili, Yeni durak talep ediyoruz, otobüs çok uzak duruyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Mali Hizmetler Müdürlüğü,"Sayın yetkili, Fatura kesiminde isim yanlış yazılmış. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Çevre Koruma ve Kontrol Müdürlüğü,Hava kirliliği nedeniyle çocuklar dışarı çıkamıyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor.
Hukuk İşleri Müdürlüğü,Yıkım kararı hakkında yasal bilgilendirme yapılmadı. Komşularla birlikte imza toplayarak şikayet oluşturduk.
Kültür ve Sosyal İşler Müdürlüğü,Gençlik merkezinde spor aletleri eksik. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi.
Bilgi İşlem Müdürlüğü,"Merhaba, E-devlet üzerinden belge alamıyorum, hata veriyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Su ve Kanalizasyon Müdürlüğü,"Belediyeye iletmek istiyorum: Yağmur sonrası rögarlar taştı, yollarda su birikti. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Temizlik İşleri Müdürlüğü,Belediyeye iletmek istiyorum: Çöp arabası saatinde gelmediği için hayvanlar çöpleri dağıttı. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Veteriner İşleri Müdürlüğü,"Sayın yetkili, Sokakta yaralı bir köpek var, müdahale edilmesini istiyoruz. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Temizlik İşleri Müdürlüğü,"Merhaba, Çöp konteyneri kırılmış, çöpler dışarı taşıyor ve kötü koku yayıyor. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Engelli kardeşim için destek hizmetlerinden yararlanmak istiyoruz. Bu konuda ivedilikle işlem yapılması bekleniyor."
Sosyal Yardım İşleri Müdürlüğü,"Belediyeye iletmek istiyorum: Gıda yardımı başvurum reddedildi, nedenini öğrenemiyorum. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Fen İşleri Müdürlüğü,"Sayın yetkili, Aydınlatma direği haftalardır yanmıyor, sokak geceleri karanlık oluyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Hukuk İşleri Müdürlüğü,Hukuki destek almak istiyorum ama ulaşamıyorum. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Mali Hizmetler Müdürlüğü,"Merhaba, Vergi dairesiyle bilgilerim uyuşmuyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Haşere ilaçlaması düzenli yapılmıyor. Bu konuda ivedilikle işlem yapılması bekleniyor."
Park ve Bahçeler Müdürlüğü,"Sayın yetkili, Parkta oturacak bank yok, yaşlılar dinlenemiyor. Gerekli kontrollerin yapılmasını rica ediyoruz."
Bilgi İşlem Müdürlüğü,"Merhaba, Mobil uygulama üzerinden şikayet gönderilemiyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Personel sayısı yetersiz olduğu için işlemler çok yavaş ilerliyor. Komşularla birlikte imza toplayarak şikayet oluşturduk."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Yan binadaki kafe ruhsatsız çalışıyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Ruhsat ve Denetim Müdürlüğü,"Sayın yetkili, Hijyen kurallarına uymayan işletmeler hakkında işlem yapılmıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Bilgi İşlem Müdürlüğü,"Merhaba, Kiosk ekranı çalışmıyor, hizmet alamadım. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Bilgi İşlem Müdürlüğü,"Belediyeye iletmek istiyorum: Belediyenin web sitesi açılmıyor, işlem yapamıyorum. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Zabıta Müdürlüğü,"Kamu düzenini bozan kalabalıklar için denetim istiyoruz. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Sosyal Yardım İşleri Müdürlüğü,"Sayın yetkili, Kış ayında yakacak yardımı yapılmadı, mağdur durumdayız. Gerekli kontrollerin yapılmasını rica ediyoruz."
Ruhsat ve Denetim Müdürlüğü,"Merhaba, Yan binadaki kafe ruhsatsız çalışıyor. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
Ulaşım Hizmetleri Müdürlüğü,"Merhaba, Duraklarda güneşlik veya oturak yok. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı."
İnsan Kaynakları ve Eğitim Müdürlüğü,"Merhaba, Yeni alımlar hakkında bilgiye ulaşamıyoruz. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
Çevre Koruma ve Kontrol Müdürlüğü,"Sayın yetkili, Mahallede kimyasal atık kokusu hissediliyor. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Temizlik İşleri Müdürlüğü,"Merhaba, Geri dönüşüm kutuları düzenli toplanmadığı için çöpler yerlere atılıyor. Uzun süredir bu sorunla karşı karşıyayız, lütfen ilgilenilsin."
Kültür ve Sosyal İşler Müdürlüğü,"Merhaba, Gençlik merkezinde spor aletleri eksik. Sürekli ertelenen bu sorun artık kronik hale geldi."
İmar ve Şehircilik Müdürlüğü,"Merhaba, Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
Ruhsat ve Denetim Müdürlüğü,Gıda satışı yapan yerler denetlenmiyor. Sürekli ertelenen bu sorun artık kronik hale geldi.
Ulaşım Hizmetleri Müdürlüğü,Belediyeye iletmek istiyorum: Duraklarda güneşlik veya oturak yok. Bu sıkıntı nedeniyle günlük hayatımız oldukça zorlaştı.
Temizlik İşleri Müdürlüğü,"Sokaklar günlerdir süpürülmedi, biriken toz evlere doluyor. Sürekli ertelenen bu sorun artık kronik hale geldi."
Mali Hizmetler Müdürlüğü,Online ödeme sisteminde borç gözükmüyor. Bu konuda ivedilikle işlem yapılması bekleniyor.
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Mahallede su basıncı çok düşük, duş alamıyoruz. Sürekli ertelenen bu sorun artık kronik hale geldi."
Ruhsat ve Denetim Müdürlüğü,"Denetim raporu paylaşılmadı, bilgi almak istiyorum. Mahalle sakinleri bu durumdan ciddi şekilde şikayetçi."
Hukuk İşleri Müdürlüğü,"Merhaba, Resmi itiraz dilekçeme hala yanıt verilmedi. Yetkili ekiplerin acilen müdahale etmesi gerekiyor."
Su ve Kanalizasyon Müdürlüğü,"Merhaba, Yağmur sonrası rögarlar taştı, yollarda su birikti. Sürekli ertelenen bu sorun artık kronik hale geldi."
Fen İşleri Müdürlüğü,"Merhaba, Yeni yapılan kaldırımın üstüne araçlar park ediyor, yayalar yola inmek zorunda kalıyor. Sorunun çözülmesi, yaşam kalitemizi doğrudan etkileyecek."
İmar ve Şehircilik Müdürlüğü,"Belediyeye iletmek istiyorum: Yapı izni olmadan balkon kapatılmış, görüntü kirliliği oluştu. Durumu defalarca bildirmemize rağmen henüz bir çözüm üretilmedi."
